Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Incident_ID,Price_Version,Pricing_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Purchase_Type,Usage_seconds,Duplicate_Flag,Spike_Flag,Tag_Owner_Missing,Tag_Env_Missing,Resource_ID_Valid,Resource_Type,Incident_Linked,Price_Version_Valid,Cost_INR,Idle_Resource,Cost_Allocation_Valid,Unit_Cost,carbon
U2484,ACCT-003,2026-11-02 15:49:02+00:00,Compute,VM-STD-4,176.29,seconds,0.0,EUR,ap-south-1,True,bob,unknown,resource-7234,T-78,Customer phone [MASKED_PHONE] reported outage,I-52,v1,on-demand,Research,Project-A,OUTAGE,58.0,82.78342868991821,spot,176.29,False,False,False,True,False,VM,True,True,0.0,True,True,0.0,3.5257999999999993e-05
U2488,ACCT-002,2026-11-25 18:15:33+00:00,Ai,VM-STD-4,60.22,seconds,0.0,EUR,us-east-1,True,david,test,resource-1668,T-54,Customer phone [MASKED_PHONE] reported outage,I-46,v2,reserved,Engineering,Project-C,DEGRADED,27.0,70.56108402747502,spot,60.22,False,False,False,False,False,VM,True,True,0.0,True,True,0.0,1.2043999999999999e-05
U2508,ACCT-002,2026-04-12 00:39:00+00:00,Networking,DB-GP-2,69.26,seconds,31.69,EUR,us-east-1,False,alice,unknown,R9126,T-30,Customer reported latency issue,NONE,v3,reserved,Sales,Project-A,NONE,0.0,86.93566052011418,reserved,69.26,False,False,False,True,True,DB,False,True,2754.99,True,True,39.77750505342188,1.3852e-05
U2514,ACCT-003,2026-11-15 11:04:00+00:00,Ai,DB-GP-2,339.58,seconds,0.0,USD,us-east-1,True,david,dev,R3234,T-42,Customer phone [MASKED_PHONE] reported outage,I-12,v3,reserved,Sales,Project-C,NONE,0.0,75.20312539521784,on-demand,339.58,False,False,False,False,True,DB,True,True,0.0,True,True,0.0,6.791599999999999e-05
U2536,ACCT-001,2026-05-21 02:02:21+00:00,Networking,VM-STD-4,400.84,seconds,0.0,EUR,ap-south-1,True,unknown,dev,resource-2125,T-41,User email [MASKED_EMAIL] cannot login,NONE,v1,spot,Finance,Project-B,OUTAGE,39.0,73.91770872662441,spot,400.84,False,False,True,False,False,VM,False,True,0.0,True,True,0.0,8.0168e-05
U2538,ACCT-001,2026-08-28 21:34:00+00:00,Networking,VM-STD-4,202.45,seconds,186.61,EUR,us-east-1,False,alice,unknown,resource-1303,T-86,Customer reported latency issue,NONE,v1,reserved,Research,Project-B,DEGRADED,0.0,76.86404687742014,spot,202.45,False,False,False,True,False,VM,False,True,14343.6,True,True,70.85008644109658,4.0489999999999993e-05
U2547,ACCT-002,2026-09-02 15:55:20+00:00,Compute,DB-GP-2,54.81,seconds,0.0,EUR,us-east-1,True,alice,unknown,R1370,T-129,Customer reported latency issue,I-71,v2,on-demand,Finance,Project-B,DEGRADED,40.0,79.46061155130442,reserved,54.81,False,False,False,True,True,DB,True,True,0.0,True,True,0.0,1.0962e-05
U2564,ACCT-002,2026-07-20 10:40:10+00:00,Compute,VM-STD-4,488.47,seconds,385.12,INR,us-east-1,False,charlie,test,resource-9965,T-10,Customer reported latency issue,NONE,v3,reserved,Research,Project-C,OUTAGE,50.0,79.69093065835008,reserved,488.47,False,False,False,False,False,VM,False,True,30690.57,True,True,62.829999795279136,9.7694e-05
U2570,ACCT-003,2026-02-20 09:10:13+00:00,Ai,VM-STD-4,101.58,seconds,0.0,INR,us-east-1,True,unknown,prod,R1126,T-178,Customer phone [MASKED_PHONE] reported outage,NONE,v1,reserved,Sales,Project-B,OUTAGE,47.0,74.0525811003559,on-demand,101.58,False,False,True,False,True,VM,False,True,0.0,True,True,0.0,2.0316e-05
U2575,ACCT-002,2026-01-01 09:53:37+00:00,Ai,DB-GP-2,315.03,seconds,0.0,EUR,ap-south-1,True,alice,unknown,resource-6062,T-159,User email [MASKED_EMAIL] cannot login,I-59,v3,reserved,Engineering,Project-A,DEGRADED,83.0,71.19675035202505,reserved,315.03,False,False,False,True,False,DB,True,True,0.0,True,True,0.0,6.300599999999999e-05
U2586,ACCT-002,2026-06-25 00:31:57+00:00,Storage,VM-STD-4,406.28,seconds,807.93,INR,ap-south-1,False,david,test,resource-3306,T-182,Customer phone [MASKED_PHONE] reported outage,I-21,v1,on-demand,Finance,Project-A,NONE,63.0,75.05011338923008,spot,406.28,False,False,False,False,False,VM,True,True,60635.24,True,True,149.2449542187654,8.1256e-05
U2637,ACCT-001,2026-05-12 18:03:07+00:00,Database,VM-STD-4,301.94,seconds,0.0,EUR,us-east-1,True,alice,prod,resource-3938,T-142,Customer reported latency issue,I-67,v2,spot,Engineering,Project-A,DEGRADED,113.0,84.40785990967049,reserved,301.94,False,False,False,False,False,VM,True,True,0.0,True,True,0.0,6.0388e-05
U2641,ACCT-003,2026-08-29 14:36:16+00:00,Database,DB-GP-2,38.92,seconds,0.0,INR,ap-south-1,True,alice,prod,R7235,T-185,Customer phone [MASKED_PHONE] reported outage,NONE,v2,on-demand,Sales,Project-B,NONE,104.0,87.73466526382143,reserved,38.92,False,False,False,False,True,DB,False,True,0.0,True,True,0.0,7.784e-06
U2644,ACCT-003,2026-04-02 02:40:54+00:00,Networking,VM-STD-4,26.82,seconds,31.56,EUR,us-east-1,False,alice,prod,resource-8812,T-74,Customer reported latency issue,NONE,v2,on-demand,Sales,Project-A,DEGRADED,6.0,72.21896176663523,on-demand,26.82,False,False,False,False,False,VM,False,True,2279.23,True,True,84.98247576435496,5.364e-06
U2646,ACCT-001,2026-07-23 03:06:00+00:00,Ai,VM-STD-4,363.09,seconds,595.33,INR,us-east-1,False,bob,prod,resource-7411,T-151,Customer phone [MASKED_PHONE] reported outage,I-86,v3,on-demand,Finance,Project-A,DEGRADED,0.0,73.51389672009013,reserved,363.09,False,False,False,False,False,VM,True,True,43765.03,True,True,120.53493624170316,7.261799999999999e-05
U2647,ACCT-003,2026-03-18 15:45:00+00:00,Networking,VM-STD-4,158.62,seconds,0.0,EUR,ap-south-1,True,unknown,test,resource-4550,T-159,User email [MASKED_EMAIL] cannot login,NONE,v2,on-demand,Engineering,Project-C,NONE,0.0,77.91817473419904,spot,158.62,False,False,True,False,False,VM,False,True,0.0,True,True,0.0,3.1723999999999996e-05
U2657,ACCT-002,2026-08-28 18:17:00+00:00,Storage,VM-STD-4,451.34,seconds,0.0,USD,ap-south-1,True,unknown,prod,R6637,T-118,User email [MASKED_EMAIL] cannot login,I-95,v3,on-demand,Research,Project-B,NONE,120.0,89.65614626267319,spot,451.34,False,False,True,False,True,VM,True,True,0.0,True,True,0.0,9.0268e-05
U2661,ACCT-002,2026-05-15 22:50:52+00:00,Ai,VM-STD-4,162.89,seconds,0.0,USD,us-east-1,True,david,unknown,R7376,T-147,User email [MASKED_EMAIL] cannot login,NONE,v3,spot,Research,Project-C,DEGRADED,8.0,81.2836095142488,reserved,162.89,False,False,False,True,True,VM,False,True,0.0,True,True,0.0,3.2578e-05
U2668,ACCT-003,2026-01-27 22:39:04+00:00,Networking,VM-STD-4,254.35,seconds,0.0,EUR,us-east-1,True,alice,unknown,R2609,T-11,Customer phone [MASKED_PHONE] reported outage,I-15,v1,reserved,Finance,Project-C,DEGRADED,56.0,83.17317593954081,spot,254.35,False,False,False,True,True,VM,True,True,0.0,True,True,0.0,5.087e-05
U2683,ACCT-002,2026-06-06 22:24:00+00:00,Compute,VM-STD-4,150.82,seconds,62.01,EUR,us-east-1,False,alice,unknown,resource-7682,T-150,User email [MASKED_EMAIL] cannot login,NONE,v2,spot,Finance,Project-C,NONE,0.0,78.38399898821453,on-demand,150.82,False,False,False,True,False,VM,False,True,4860.59,True,True,32.22775493966318,3.0163999999999998e-05
U2686,ACCT-003,2026-02-21 09:16:55+00:00,Storage,DB-GP-2,14.18,seconds,21.1,EUR,us-east-1,False,bob,prod,R7358,T-66,Customer reported latency issue,NONE,v1,spot,Research,Project-B,DEGRADED,5.0,89.41727529914695,on-demand,14.18,False,False,False,False,True,DB,False,True,1886.7,True,True,133.05359661495064,2.8359999999999996e-06
U2690,ACCT-001,2026-03-06 15:38:00+00:00,Storage,DB-GP-2,481.27,seconds,707.43,EUR,us-east-1,False,unknown,unknown,resource-2440,T-54,User email [MASKED_EMAIL] cannot login,I-98,v1,reserved,Research,Project-B,OUTAGE,0.0,83.0517384055733,reserved,481.27,False,False,True,True,False,DB,True,True,58753.29,True,True,122.0796850001039,9.625399999999999e-05
U2709,ACCT-002,2026-05-28 09:21:00+00:00,Database,DB-GP-2,111.56,seconds,0.0,USD,us-east-1,True,david,unknown,R9381,T-25,User email [MASKED_EMAIL] cannot login,NONE,v3,spot,Research,Project-A,OUTAGE,120.0,89.08760192208524,on-demand,111.56,False,False,False,True,True,DB,False,True,0.0,True,True,0.0,2.2312e-05
U2729,ACCT-001,2026-03-13 16:04:40+00:00,Ai,VM-STD-4,111.93,seconds,103.47,EUR,ap-south-1,False,alice,dev,R7465,T-23,Customer reported latency issue,I-30,v1,on-demand,Engineering,Project-B,DEGRADED,80.0,80.24380662789575,on-demand,111.93,False,False,False,False,True,VM,True,True,8302.83,True,True,74.17877244706513,2.2386e-05
U2747,ACCT-001,2026-10-19 12:40:38+00:00,Storage,DB-GP-2,462.69,seconds,0.0,EUR,us-east-1,True,charlie,test,resource-9603,T-173,User email [MASKED_EMAIL] cannot login,I-32,v1,spot,Finance,Project-B,OUTAGE,82.0,79.56837796567265,spot,462.69,False,False,False,False,False,DB,True,True,0.0,True,True,0.0,9.2538e-05
U2750,ACCT-002,2026-10-29 09:33:00+00:00,Database,DB-GP-2,470.64,seconds,491.8,EUR,ap-south-1,False,bob,prod,R9912,T-183,Customer reported latency issue,I-3,v3,reserved,Research,Project-C,DEGRADED,0.0,72.3768832825424,on-demand,470.64,False,False,False,False,True,DB,True,True,35594.95,True,True,75.63094934557198,9.412799999999999e-05
U2763,ACCT-002,2026-03-27 12:26:19+00:00,Ai,VM-STD-4,60.75,seconds,0.0,EUR,us-east-1,True,charlie,unknown,R8666,T-72,User email [MASKED_EMAIL] cannot login,I-7,v1,reserved,Sales,Project-A,DEGRADED,101.0,83.45973855212195,on-demand,60.75,False,False,False,True,True,VM,True,True,0.0,True,True,0.0,1.2149999999999999e-05
U2769,ACCT-002,2026-02-28 03:35:00+00:00,Compute,VM-STD-4,234.28,seconds,245.11,USD,us-east-1,False,alice,unknown,resource-8965,T-64,Customer reported latency issue,I-90,v1,on-demand,Finance,Project-B,DEGRADED,0.0,71.41947717510473,on-demand,234.28,False,False,False,True,False,VM,True,True,17505.63,True,True,74.72097490182688,4.6856e-05
U2772,ACCT-003,2026-10-03 23:50:00+00:00,Networking,VM-STD-4,344.37,seconds,0.0,INR,ap-south-1,True,david,dev,resource-6408,T-58,Customer reported latency issue,I-55,v1,on-demand,Research,Project-A,NONE,0.0,87.33756359101119,on-demand,344.37,False,False,False,False,False,VM,True,True,0.0,True,True,0.0,6.887399999999999e-05
U2790,ACCT-001,2026-05-08 10:18:00+00:00,Compute,VM-STD-4,370.32,seconds,629.55,INR,us-east-1,False,bob,test,R3479,T-107,Customer phone [MASKED_PHONE] reported outage,NONE,v1,reserved,Engineering,Project-A,DEGRADED,0.0,72.01727616040102,reserved,370.32,False,False,False,False,True,VM,False,True,45338.48,True,True,122.4305465543314,7.4064e-05
U2792,ACCT-002,2026-08-16 04:28:34+00:00,Compute,VM-STD-4,144.78,seconds,0.0,EUR,ap-south-1,True,charlie,prod,resource-8337,T-126,User email [MASKED_EMAIL] cannot login,NONE,v1,spot,Finance,Project-B,OUTAGE,26.0,82.26735490224718,spot,144.78,False,False,False,False,False,VM,False,True,0.0,True,True,0.0,2.8956e-05
U2799,ACCT-002,2026-09-22 00:17:00+00:00,Networking,DB-GP-2,349.72,seconds,316.16,USD,us-east-1,False,unknown,dev,resource-2765,T-152,Customer reported latency issue,I-69,v3,spot,Engineering,Project-C,NONE,0.0,75.30988538237914,reserved,349.72,False,False,True,False,False,DB,True,True,23809.97,True,True,68.08295207594647,6.9944e-05
U2803,ACCT-003,2026-09-24 11:17:22+00:00,Storage,VM-STD-4,449.66,seconds,460.16,EUR,us-east-1,False,unknown,dev,resource-1160,T-67,User email [MASKED_EMAIL] cannot login,NONE,v3,spot,Research,Project-A,NONE,98.0,75.00781373344464,spot,449.66,False,False,True,False,False,VM,False,True,34515.6,True,True,76.75932927100475,8.9932e-05
U2805,ACCT-002,2026-05-21 15:23:00+00:00,Ai,VM-STD-4,393.1,seconds,212.61,USD,us-east-1,False,bob,prod,R6116,T-95,User email [MASKED_EMAIL] cannot login,NONE,v1,on-demand,Sales,Project-A,OUTAGE,0.0,84.22513936961843,reserved,393.1,False,False,False,False,True,VM,False,True,17907.11,True,True,45.55357415415924,7.862e-05
U2859,ACCT-003,2026-09-15 22:10:00+00:00,Compute,DB-GP-2,353.57,seconds,191.29,EUR,us-east-1,False,david,unknown,R1863,T-113,Customer reported latency issue,NONE,v3,reserved,Finance,Project-B,DEGRADED,0.0,71.42600344818929,reserved,353.57,False,False,False,True,True,DB,False,True,13663.08,True,True,38.64321067963911,7.0714e-05
U2864,ACCT-001,2026-06-07 14:04:00+00:00,Ai,VM-STD-4,17.09,seconds,0.0,USD,us-east-1,True,alice,dev,R1436,T-188,Customer phone [MASKED_PHONE] reported outage,NONE,v3,reserved,Engineering,Project-C,DEGRADED,0.0,83.81066832099228,reserved,17.09,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,3.4179999999999997e-06
U2865,ACCT-002,2026-01-11 12:55:30+00:00,Compute,VM-STD-4,124.83,seconds,0.0,USD,us-east-1,True,alice,dev,resource-9561,T-3,User email [MASKED_EMAIL] cannot login,I-33,v2,on-demand,Finance,Project-A,OUTAGE,30.0,78.90389916590865,reserved,124.83,False,False,False,False,False,VM,True,True,0.0,True,True,0.0,2.4965999999999998e-05
U2917,ACCT-001,2026-05-19 20:15:06+00:00,Ai,VM-STD-4,219.64,seconds,133.81,INR,us-east-1,False,bob,unknown,resource-8559,T-153,Customer phone [MASKED_PHONE] reported outage,I-84,v2,reserved,Sales,Project-B,OUTAGE,54.0,83.50358771558524,spot,219.64,False,False,False,True,False,VM,True,True,11173.62,True,True,50.872427608814434,4.3928e-05
U2920,ACCT-003,2026-05-08 03:11:00+00:00,Compute,DB-GP-2,268.33,seconds,57.13,INR,us-east-1,False,bob,dev,R6601,T-76,Customer reported latency issue,I-8,v2,spot,Finance,Project-A,NONE,0.0,70.29004853785615,reserved,268.33,False,False,False,False,True,DB,True,True,4015.67,True,True,14.965415719449933,5.3666e-05
U2932,ACCT-001,2026-02-09 02:39:22+00:00,Ai,DB-GP-2,426.28,seconds,493.9,EUR,us-east-1,False,unknown,unknown,R7866,T-26,Customer reported latency issue,I-37,v3,reserved,Finance,Project-B,OUTAGE,98.0,81.06187264374584,on-demand,426.28,False,False,True,True,True,DB,True,True,40036.46,True,True,93.9205686403303,8.525599999999998e-05
U2948,ACCT-002,2026-11-25 02:48:45+00:00,Compute,VM-STD-4,276.77,seconds,0.0,EUR,us-east-1,True,charlie,dev,R5232,T-28,Customer reported latency issue,NONE,v2,reserved,Finance,Project-C,OUTAGE,15.0,73.29609807679905,on-demand,276.77,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,5.535399999999999e-05
U2962,ACCT-001,2026-10-19 11:56:00+00:00,Storage,DB-GP-2,249.91,seconds,0.0,EUR,us-east-1,True,david,unknown,R9269,T-10,Customer phone [MASKED_PHONE] reported outage,I-1,v1,reserved,Sales,Project-B,NONE,0.0,87.5254655290443,spot,249.91,False,False,False,True,True,DB,True,True,0.0,True,True,0.0,4.9982e-05
U2963,ACCT-001,2026-01-16 04:28:11+00:00,Database,VM-STD-4,276.74,seconds,347.88,USD,us-east-1,False,bob,unknown,resource-5070,T-136,User email [MASKED_EMAIL] cannot login,NONE,v1,spot,Sales,Project-A,NONE,109.0,85.89860574015282,on-demand,276.74,False,False,False,True,False,VM,False,True,29882.41,True,True,107.98008961480089,5.5348e-05
U2968,ACCT-003,2026-09-28 05:13:00+00:00,Networking,VM-STD-4,477.73,seconds,489.91,INR,us-east-1,False,bob,prod,resource-5464,T-116,Customer reported latency issue,I-17,v2,on-demand,Sales,Project-C,OUTAGE,0.0,80.51062054114846,reserved,477.73,False,False,False,False,False,VM,True,True,39442.96,True,True,82.56328888702824,9.5546e-05
U3024,ACCT-001,2026-07-22 18:39:00+00:00,Ai,DB-GP-2,124.93,seconds,86.0,EUR,us-east-1,False,david,prod,resource-5599,T-14,Customer reported latency issue,I-51,v1,reserved,Finance,Project-A,OUTAGE,0.0,70.85391976498825,spot,124.93,False,False,False,False,False,DB,True,True,6093.44,True,True,48.77483390698791,2.4986e-05
U3035,ACCT-001,2026-11-09 04:13:00+00:00,Database,VM-STD-4,451.66,seconds,666.7,USD,us-east-1,False,david,dev,R2843,T-152,User email [MASKED_EMAIL] cannot login,NONE,v3,on-demand,Engineering,Project-A,NONE,0.0,81.31745954007657,spot,451.66,False,False,False,False,True,VM,False,True,54214.35,True,True,120.03354293052296,9.0332e-05
U3046,ACCT-001,2026-04-03 04:46:50+00:00,Storage,VM-STD-4,136.22,seconds,169.14,EUR,ap-south-1,False,unknown,unknown,R4061,T-172,Customer phone [MASKED_PHONE] reported outage,NONE,v3,reserved,Finance,Project-B,OUTAGE,10.0,73.94755478927507,reserved,136.22,False,False,True,True,True,VM,False,True,12507.49,True,True,91.8183086184114,2.7244e-05
U3054,ACCT-001,2026-06-02 20:31:10+00:00,Compute,VM-STD-4,343.86,seconds,0.0,INR,us-east-1,True,david,prod,resource-9862,T-180,Customer reported latency issue,I-77,v1,on-demand,Engineering,Project-B,DEGRADED,110.0,70.60894249255897,on-demand,343.86,False,False,False,False,False,VM,True,True,0.0,True,True,0.0,6.8772e-05
U3055,ACCT-003,2026-03-04 15:31:00+00:00,Database,DB-GP-2,216.6,seconds,0.0,INR,us-east-1,True,bob,dev,resource-3864,T-151,Customer phone [MASKED_PHONE] reported outage,I-30,v2,reserved,Engineering,Project-B,DEGRADED,0.0,86.46750596059027,on-demand,216.6,False,False,False,False,False,DB,True,True,0.0,True,True,0.0,4.332e-05
U3061,ACCT-003,2026-03-29 05:11:00+00:00,Ai,VM-STD-4,228.48,seconds,446.93,USD,us-east-1,False,bob,unknown,resource-7957,T-152,Customer reported latency issue,NONE,v2,spot,Finance,Project-B,OUTAGE,0.0,75.31995598379365,spot,228.48,False,False,False,True,False,VM,False,True,33662.75,True,True,147.33346463585434,4.5696e-05
U3065,ACCT-002,2026-11-09 22:55:00+00:00,Storage,DB-GP-2,397.82,seconds,0.0,INR,us-east-1,True,unknown,unknown,resource-7345,T-28,Customer phone [MASKED_PHONE] reported outage,NONE,v2,reserved,Research,Project-B,OUTAGE,0.0,75.54595896941453,reserved,397.82,False,False,True,True,False,DB,False,True,0.0,True,True,0.0,7.9564e-05
U3113,ACCT-002,2026-06-03 23:15:18+00:00,Database,DB-GP-2,114.22,seconds,153.12,INR,ap-south-1,False,bob,dev,R4782,T-1,User email [MASKED_EMAIL] cannot login,I-36,v2,on-demand,Sales,Project-A,DEGRADED,102.0,72.32506238859389,spot,114.22,False,False,False,False,True,DB,True,True,11074.41,True,True,96.95683768166695,2.2844e-05
U3120,ACCT-002,2026-07-11 08:03:34+00:00,Networking,DB-GP-2,180.89,seconds,0.0,USD,us-east-1,True,unknown,prod,resource-7801,T-36,Customer phone [MASKED_PHONE] reported outage,NONE,v2,reserved,Finance,Project-C,NONE,86.0,88.72910127875737,spot,180.89,False,False,True,False,False,DB,False,True,0.0,True,True,0.0,3.6178e-05
U3125,ACCT-002,2026-06-16 00:44:52+00:00,Storage,VM-STD-4,499.24,seconds,0.0,INR,ap-south-1,True,bob,test,resource-2340,T-11,Customer phone [MASKED_PHONE] reported outage,NONE,v2,reserved,Sales,Project-A,OUTAGE,68.0,85.98998560387444,reserved,499.24,False,False,False,False,False,VM,False,True,0.0,True,True,0.0,9.9848e-05
U3131,ACCT-002,2026-10-13 21:43:00+00:00,Networking,VM-STD-4,228.4,seconds,0.0,INR,us-east-1,True,david,unknown,R7175,T-18,Customer reported latency issue,NONE,v1,reserved,Sales,Project-B,NONE,0.0,82.90431132137897,reserved,228.4,False,False,False,True,True,VM,False,True,0.0,True,True,0.0,4.5679999999999996e-05
U3150,ACCT-002,2026-11-09 20:50:48+00:00,Ai,VM-STD-4,160.56,seconds,259.36,INR,us-east-1,False,david,dev,resource-2089,T-196,User email [MASKED_EMAIL] cannot login,NONE,v3,reserved,Research,Project-A,NONE,72.0,82.65723809228676,on-demand,160.56,False,False,False,False,False,VM,False,True,21437.98,True,True,133.5200548081714,3.2112e-05
U3154,ACCT-002,2026-07-23 13:35:55+00:00,Networking,DB-GP-2,61.87,seconds,47.6,INR,us-east-1,False,charlie,test,resource-6059,T-136,Customer reported latency issue,I-42,v1,spot,Sales,Project-A,DEGRADED,65.0,73.66507123397183,on-demand,61.87,False,False,False,False,False,DB,True,True,3506.46,True,True,56.6746403749798,1.2373999999999999e-05
U3155,ACCT-001,2026-01-02 04:17:00+00:00,Ai,VM-STD-4,171.3,seconds,196.16,INR,us-east-1,False,bob,test,resource-6327,T-72,User email [MASKED_EMAIL] cannot login,NONE,v3,on-demand,Sales,Project-B,NONE,0.0,86.55365198608263,spot,171.3,False,False,False,False,False,VM,False,True,16978.36,True,True,99.11476941039112,3.426e-05
U3159,ACCT-001,2026-05-16 14:36:12+00:00,Networking,VM-STD-4,88.1,seconds,0.0,USD,us-east-1,True,charlie,dev,R3816,T-191,Customer phone [MASKED_PHONE] reported outage,NONE,v3,spot,Sales,Project-C,DEGRADED,48.0,82.78159971319523,spot,88.1,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,1.7619999999999997e-05
U3184,ACCT-003,2026-11-09 22:38:03+00:00,Database,DB-GP-2,262.31,seconds,0.0,USD,ap-south-1,True,charlie,test,resource-6188,T-65,User email [MASKED_EMAIL] cannot login,NONE,v3,on-demand,Finance,Project-C,OUTAGE,117.0,84.83708749053122,reserved,262.31,False,False,False,False,False,DB,False,True,0.0,True,True,0.0,5.2462e-05
U3202,ACCT-001,2026-04-08 13:34:00+00:00,Database,DB-GP-2,262.45,seconds,0.0,INR,us-east-1,True,charlie,test,R7971,T-154,Customer phone [MASKED_PHONE] reported outage,NONE,v2,on-demand,Engineering,Project-C,DEGRADED,0.0,73.97829823767688,spot,262.45,False,False,False,False,True,DB,False,True,0.0,True,True,0.0,5.2489999999999994e-05
U3203,ACCT-003,2026-07-18 08:43:00+00:00,Compute,VM-STD-4,351.77,seconds,0.0,INR,us-east-1,True,unknown,dev,R3977,T-77,User email [MASKED_EMAIL] cannot login,I-47,v3,reserved,Finance,Project-A,OUTAGE,0.0,87.01319878093891,spot,351.77,False,False,True,False,True,VM,True,True,0.0,True,True,0.0,7.0354e-05
U3213,ACCT-003,2026-06-06 05:36:00+00:00,Networking,DB-GP-2,136.42,seconds,138.9,USD,ap-south-1,False,unknown,unknown,resource-5418,T-154,User email [MASKED_EMAIL] cannot login,NONE,v3,spot,Engineering,Project-C,NONE,0.0,81.2287292986669,reserved,136.42,False,False,True,True,False,DB,False,True,11282.67,True,True,82.70539510335729,2.7283999999999995e-05
U3273,ACCT-002,2026-01-25 15:48:58+00:00,Ai,VM-STD-4,430.53,seconds,852.88,USD,us-east-1,False,alice,test,resource-4665,T-125,Customer phone [MASKED_PHONE] reported outage,NONE,v1,spot,Research,Project-A,DEGRADED,62.0,71.53033847039053,spot,430.53,False,False,False,False,False,VM,False,True,61006.8,True,True,141.70162358023833,8.610599999999999e-05
U3274,ACCT-003,2026-07-12 00:50:00+00:00,Networking,VM-STD-4,431.95,seconds,0.0,USD,ap-south-1,True,charlie,prod,R9785,T-68,User email [MASKED_EMAIL] cannot login,NONE,v2,on-demand,Research,Project-C,OUTAGE,0.0,80.90375743295726,on-demand,431.95,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,8.638999999999999e-05
U3315,ACCT-003,2026-04-17 06:04:00+00:00,Database,VM-STD-4,398.39,seconds,0.0,EUR,us-east-1,True,alice,test,resource-9626,T-7,Customer phone [MASKED_PHONE] reported outage,NONE,v2,on-demand,Finance,Project-A,OUTAGE,0.0,81.66932090554107,on-demand,398.39,False,False,False,False,False,VM,False,True,0.0,True,True,0.0,7.967799999999999e-05
U3333,ACCT-003,2026-02-07 02:18:12+00:00,Compute,DB-GP-2,323.14,seconds,381.61,INR,us-east-1,False,david,prod,R6414,T-107,Customer phone [MASKED_PHONE] reported outage,I-94,v3,spot,Finance,Project-B,OUTAGE,48.0,74.63897898500213,on-demand,323.14,False,False,False,False,True,DB,True,True,28482.98,True,True,88.1443956179984,6.462799999999999e-05
U3345,ACCT-001,2026-07-11 09:52:00+00:00,Compute,VM-STD-4,254.15,seconds,0.0,USD,us-east-1,True,david,unknown,resource-3961,T-197,Customer reported latency issue,I-8,v2,spot,Finance,Project-B,DEGRADED,0.0,76.35873649125197,reserved,254.15,False,False,False,True,False,VM,True,True,0.0,True,True,0.0,5.083e-05
U3347,ACCT-002,2026-09-03 08:02:00+00:00,Database,VM-STD-4,301.43,seconds,0.0,USD,us-east-1,True,bob,unknown,R6875,T-86,Customer reported latency issue,I-72,v3,reserved,Sales,Project-C,OUTAGE,0.0,72.67458115250842,on-demand,301.43,False,False,False,True,True,VM,True,True,0.0,True,True,0.0,6.0286e-05
U3356,ACCT-002,2026-09-24 04:30:00+00:00,Storage,VM-STD-4,323.11,seconds,0.0,EUR,us-east-1,True,charlie,prod,R2832,T-52,Customer reported latency issue,NONE,v3,on-demand,Engineering,Project-A,NONE,0.0,89.04522634245755,spot,323.11,False,False,False,False,True,VM,False,True,0.0,True,True,0.0,6.4622e-05
U3366,ACCT-002,2026-08-17 23:16:00+00:00,Database,VM-STD-4,291.09,seconds,446.15,INR,us-east-1,False,david,test,resource-2356,T-3,Customer reported latency issue,NONE,v2,reserved,Research,Project-A,OUTAGE,0.0,72.38129496619268,spot,291.09,False,False,False,False,False,VM,False,True,32292.91,True,True,110.93788862551102,5.821799999999999e-05
U3367,ACCT-002,2026-10-06 18:38:50+00:00,Database,VM-STD-4,296.48,seconds,256.06,EUR,us-east-1,False,alice,dev,resource-8320,T-192,Customer phone [MASKED_PHONE] reported outage,NONE,v3,on-demand,Finance,Project-B,NONE,70.0,75.04843028304931,reserved,296.48,False,False,False,False,False,VM,False,True,19216.9,True,True,64.81685105234754,5.9296e-05
U3377,ACCT-001,2026-11-16 23:52:00+00:00,Compute,DB-GP-2,369.78,seconds,332.65,USD,us-east-1,False,david,dev,R1853,T-57,User email [MASKED_EMAIL] cannot login,NONE,v1,on-demand,Finance,Project-A,NONE,0.0,79.95828281772485,on-demand,369.78,False,False,False,False,True,DB,False,True,26598.12,True,True,71.92957975012169,7.3956e-05
U3384,ACCT-003,2026-04-05 23:48:00+00:00,Networking,DB-GP-2,78.8,seconds,153.14,USD,ap-south-1,False,unknown,prod,resource-5834,T-120,User email [MASKED_EMAIL] cannot login,I-28,v3,reserved,Engineering,Project-A,DEGRADED,0.0,71.14357596656285,on-demand,78.8,False,False,True,False,False,DB,True,True,10894.93,True,True,138.26053299492386,1.5759999999999998e-05
U3399,ACCT-002,2026-11-21 19:25:00+00:00,Storage,DB-GP-2,369.15,seconds,0.0,INR,us-east-1,True,alice,prod,resource-5966,T-37,Customer phone [MASKED_PHONE] reported outage,NONE,v3,on-demand,Engineering,Project-A,OUTAGE,0.0,76.33323842272586,on-demand,369.15,False,False,False,False,False,DB,False,True,0.0,True,True,0.0,7.382999999999999e-05
